JobID           JobName     MaxRSS     ReqMem        NodeList 
------------ ---------- ---------- ---------- --------------- 
3359847      mem200_03+                31968G nid[001000,001+ 
3359847.bat+      batch                             nid001000 
3359847.ext+     extern                       nid[001000,001+ 
3359847.458  alya_3D_l+    500324K            nid[001106,001+ 
3359847.459  alya_3D_l+    500988K            nid[001000,001+ 
3359847.460  alya_3D_l+    500008K            nid[002657,002+ 
3359847.461  alya_3D_l+    500340K            nid[001122,001+ 
3359847.462  alya_3D_l+    499916K            nid[001122,001+ 
3359847.463  alya_3D_l+    500160K            nid[001000,001+ 
3359847.464  alya_3D_l+    500112K            nid[001030-001+ 
3359847.465  alya_3D_l+    499924K            nid[001064,001+ 
3359847.466  alya_3D_l+    500136K            nid[001000,001+ 
3359847.467  alya_3D_l+    516476K            nid[001122,001+ 
3359847.468  alya_3D_l+    500212K            nid[001149,001+ 
3359847.469  alya_3D_l+    499916K            nid[001194,001+ 
3359847.470  alya_3D_l+    500132K            nid[001218,001+ 
3359847.471  alya_3D_l+    516240K            nid[001000,001+ 
3359847.472  alya_3D_l+    516892K            nid[001000,001+ 
3359847.473  alya_3D_l+    500164K            nid[001253-001+ 
3359847.474  alya_3D_l+    500120K            nid[001030-001+ 
3359847.475  alya_3D_l+    500072K            nid[001064,001+ 
3359847.476  alya_3D_l+    500124K            nid[001106,001+ 
3359847.477  alya_3D_l+    500340K            nid[001000,001+ 
3359847.478  alya_3D_l+    500388K            nid[001122,001+ 
3359847.479  alya_3D_l+    500276K            nid[001420-001+ 
3359847.480  alya_3D_l+    516056K            nid[002657,002+ 
3359847.481  alya_3D_l+    500376K            nid[001000,001+ 
3359847.482  alya_3D_l+    516652K            nid[001030-001+ 
3359847.483  alya_3D_l+    500712K            nid[001000,001+ 
3359847.484  alya_3D_l+    500236K            nid[001122,001+ 
3359847.485  alya_3D_l+    516340K            nid[001420-001+ 
3359847.486  alya_3D_l+    500048K            nid[002657,002+ 
3359847.487  alya_3D_l+    500308K            nid[001149,001+ 
3359847.488  alya_3D_l+    516152K            nid[001122,001+ 
3359847.489  alya_3D_l+    500244K            nid[001000,001+ 
3359847.490  alya_3D_l+    500100K            nid[001000,001+ 
3359847.491  alya_3D_l+    500100K            nid[001420-001+ 
3359847.492  alya_3D_l+    499916K            nid[002657,002+ 
3359847.493  alya_3D_l+    516200K            nid[001122,001+ 
3359847.494  alya_3D_l+    499840K            nid[001000,001+ 
3359847.495  alya_3D_l+    500584K            nid[001030-001+ 
3359847.496  alya_3D_l+    500104K            nid[001000,001+ 
3359847.497  alya_3D_l+    500352K            nid[001420-001+ 
3359847.498  alya_3D_l+    500312K            nid[002657,002+ 
3359847.499  alya_3D_l+    500296K            nid[001253-001+ 
3359847.500  alya_3D_l+    500320K            nid[001431,001+ 
3359847.501  alya_3D_l+    500272K            nid[001420-001+ 
3359847.502  alya_3D_l+    500308K            nid[001122,001+ 
3359847.503  alya_3D_l+    504240K            nid[001000,001+ 
3359847.504  alya_3D_l+    500136K            nid[001000,001+ 
3359847.505  alya_3D_l+    500576K            nid[001253-001+ 
3359847.506  alya_3D_l+    500192K            nid[001030-001+ 
3359847.507  alya_3D_l+    516264K            nid[001064,001+ 
3359847.508  alya_3D_l+    500516K            nid[001106,001+ 
3359847.509  alya_3D_l+    500404K            nid[001000,001+ 
3359847.510  alya_3D_l+    516576K            nid[001122,001+ 
3359847.511  alya_3D_l+    500616K            nid[001122,001+ 
3359847.512  alya_3D_l+    500168K            nid[001921-001+ 
3359847.513  alya_3D_l+    500120K            nid[002657,002+ 
3359847.514  alya_3D_l+    500476K            nid[001000,001+ 
3359847.515  alya_3D_l+    515692K            nid[001000,001+ 
3359847.516  alya_3D_l+    516208K            nid[001122,001+ 
3359847.517  alya_3D_l+    500656K            nid[001253-001+ 
3359847.518  alya_3D_l+    500280K            nid[001921-001+ 
3359847.519  alya_3D_l+    500108K            nid[002657,002+ 
3359847.520  alya_3D_l+    499864K            nid[001271,001+ 
3359847.521  alya_3D_l+    502068K            nid[001000,001+ 
3359847.522  alya_3D_l+    500160K            nid[001000,001+ 
3359847.523  alya_3D_l+    501956K            nid[001122,001+ 
3359847.524  alya_3D_l+    500056K            nid[001921-001+ 
3359847.525  alya_3D_l+    499952K            nid[002657,002+ 
3359847.526  alya_3D_l+    500480K            nid[001000,001+ 
3359847.527  alya_3D_l+    515960K            nid[001030-001+ 
3359847.528  alya_3D_l+    516064K            nid[001064,001+ 
3359847.529  alya_3D_l+    500376K            nid[001106,001+ 
3359847.530  alya_3D_l+    516652K            nid[001253-001+ 
3359847.531  alya_3D_l+    500228K            nid[001000,001+ 
3359847.532  alya_3D_l+    499888K            nid[001122,001+ 
3359847.533  alya_3D_l+    515912K            nid[001000,001+ 
3359847.534  alya_3D_l+    500448K            nid[001030-001+ 
3359847.535  alya_3D_l+    501044K            nid[001064,001+ 
3359847.536  alya_3D_l+    500400K            nid[001106,001+ 
3359847.537  alya_3D_l+    516084K            nid[001000,001+ 
3359847.538  alya_3D_l+    500140K            nid[001921-001+ 
3359847.539  alya_3D_l+    500632K            nid[001122,001+ 
3359847.540  alya_3D_l+    500316K            nid[001122,001+ 
3359847.541  alya_3D_l+    500468K            nid[001253-001+ 
3359847.542  alya_3D_l+    503308K            nid[001000,001+ 
3359847.543  alya_3D_l+    503448K            nid[001000,001+ 
3359847.544  alya_3D_l+    500364K            nid[001921-001+ 
3359847.545  alya_3D_l+    500296K            nid[001122,001+ 
3359847.546  alya_3D_l+    500204K            nid[001122,001+ 
3359847.547  alya_3D_l+    500380K            nid[002640-002+ 
3359847.548  alya_3D_l+    499848K            nid[001921-001+ 
3359847.549  alya_3D_l+    499908K            nid[001000,001+ 
3359847.550  alya_3D_l+    500100K            nid[001253-001+ 
3359847.551  alya_3D_l+    516648K            nid[001420-001+ 
3359847.552  alya_3D_l+    500016K            nid[001122,001+ 
3359847.553  alya_3D_l+    500940K            nid[001921-001+ 
3359847.554  alya_3D_l+    500124K            nid[002657,002+ 
3359847.555  alya_3D_l+    500148K            nid[001000,001+ 
3359847.556  alya_3D_l+    500052K            nid[001253-001+ 
3359847.557  alya_3D_l+    500260K            nid[001420-001+ 
3359847.558  alya_3D_l+    500436K            nid[001122,001+ 
3359847.559  alya_3D_l+    500128K            nid[001000,001+ 
3359847.560  alya_3D_l+    516820K            nid[001921-001+ 
3359847.561  alya_3D_l+    513964K            nid[001253-001+ 
3359847.562  alya_3D_l+    500796K            nid[001253-001+ 
3359847.563  alya_3D_l+    500176K            nid[001122,001+ 
3359847.564  alya_3D_l+    515616K            nid[001122,001+ 
3359847.565  alya_3D_l+    499860K            nid[001000,001+ 
3359847.566  alya_3D_l+    500544K            nid[001253-001+ 
3359847.567  alya_3D_l+    501128K            nid[001921-001+ 
3359847.568  alya_3D_l+    500168K            nid[002657,002+ 
3359847.569  alya_3D_l+    516112K            nid[001122,001+ 
3359847.570  alya_3D_l+    502228K            nid[001420-001+ 
3359847.571  alya_3D_l+    500240K            nid[001000,001+ 
3359847.572  alya_3D_l+    500712K            nid[001000,001+ 
3359847.573  alya_3D_l+    500356K            nid[001921-001+ 
3359847.574  alya_3D_l+    516060K            nid[002657,002+ 
3359847.575  alya_3D_l+    500076K            nid[001122,001+ 
3359847.576  alya_3D_l+    516204K            nid[001000,001+ 
3359847.577  alya_3D_l+    500248K            nid[001030-001+ 
3359847.578  alya_3D_l+    500428K            nid[001000,001+ 
3359847.579  alya_3D_l+    514188K            nid[001122,001+ 
3359847.580  alya_3D_l+    500048K            nid[001122,001+ 
3359847.581  alya_3D_l+    499896K            nid[002657,002+ 
3359847.582  alya_3D_l+    500280K            nid[001420-001+ 
3359847.583  alya_3D_l+    515904K            nid[001000,001+ 
3359847.584  alya_3D_l+    505912K            nid[001000,001+ 
3359847.585  alya_3D_l+    499988K            nid[001122,001+ 
3359847.586  alya_3D_l+    500292K            nid[001122,001+ 
3359847.587  alya_3D_l+    488.50M            nid[001431,001+ 
3359847.588  alya_3D_l+    500432K            nid[001420-001+ 
3359847.589  alya_3D_l+    500508K            nid[001000,001+ 
3359847.590  alya_3D_l+    500212K            nid[001000,001+ 
3359847.591  alya_3D_l+    500236K            nid[001921-001+ 
3359847.592  alya_3D_l+    500284K            nid[001122,001+ 
3359847.593  alya_3D_l+    500080K            nid[001122,001+ 
3359847.594  alya_3D_l+    500080K            nid[001271,001+ 
3359847.595  alya_3D_l+    500096K            nid[001253-001+ 
3359847.596  alya_3D_l+    516164K            nid[001000,001+ 
3359847.597  alya_3D_l+    500088K            nid[001000,001+ 
3359847.598  alya_3D_l+    500232K            nid[001122,001+ 
3359847.599  alya_3D_l+    500320K            nid[001149,001+ 
3359847.600  alya_3D_l+       504M            nid[001122,001+ 
3359847.601  alya_3D_l+    516092K            nid[002630-002+ 
3359847.602  alya_3D_l+    500228K            nid[001000,001+ 
3359847.603  alya_3D_l+    516344K            nid[001000,001+ 
3359847.604  alya_3D_l+    500384K            nid[001253-001+ 
3359847.605  alya_3D_l+    500240K            nid[001000,001+ 
3359847.606  alya_3D_l+    500588K            nid[001030-001+ 
3359847.607  alya_3D_l+    515340K            nid[001000,001+ 
3359847.608  alya_3D_l+    516080K            nid[001122,001+ 
3359847.609  alya_3D_l+    500132K            nid[002657,002+ 
3359847.610  alya_3D_l+       505M            nid[001253-001+ 
3359847.611  alya_3D_l+    500172K            nid[001253-001+ 
3359847.612  alya_3D_l+    500040K            nid[001000,001+ 
3359847.613  alya_3D_l+    499948K            nid[001000,001+ 
3359847.614  alya_3D_l+    500148K            nid[001122,001+ 
3359847.615  alya_3D_l+    500612K            nid[001420-001+ 
3359847.616  alya_3D_l+    500260K            nid[001253-001+ 
3359847.617  alya_3D_l+    516468K            nid[001253-001+ 
3359847.618  alya_3D_l+    500252K            nid[001000,001+ 
3359847.619  alya_3D_l+    500212K            nid[001122,001+ 
3359847.620  alya_3D_l+    501748K            nid[001921-001+ 
3359847.621  alya_3D_l+    500132K            nid[001253-001+ 
3359847.622  alya_3D_l+    500288K            nid[001271,001+ 
3359847.623  alya_3D_l+    500504K            nid[001253-001+ 
3359847.624  alya_3D_l+    499876K            nid[001000,001+ 
3359847.625  alya_3D_l+    516180K            nid[001122,001+ 
3359847.626  alya_3D_l+    500384K            nid[001122,001+ 
3359847.627  alya_3D_l+    500164K            nid[001000,001+ 
3359847.628  alya_3D_l+    499924K            nid[001030-001+ 
3359847.629  alya_3D_l+    499900K            nid[001064,001+ 
3359847.630  alya_3D_l+    516260K            nid[001000,001+ 
3359847.631  alya_3D_l+    500236K            nid[001253-001+ 
3359847.632  alya_3D_l+    500168K            nid[001253-001+ 
3359847.633  alya_3D_l+    516740K            nid[001000,001+ 
3359847.634  alya_3D_l+    500008K            nid[001030-001+ 
3359847.635  alya_3D_l+    502356K            nid[001064,001+ 
3359847.636  alya_3D_l+    500040K            nid[001000,001+ 
3359847.637  alya_3D_l+    500152K            nid[001122,001+ 
3359847.638  alya_3D_l+    500164K            nid[001149,001+ 
3359847.639  alya_3D_l+    505204K            nid[001194,001+ 
3359847.640  alya_3D_l+    500448K            nid[001122,001+ 
3359847.641  alya_3D_l+    516232K            nid[001000,001+ 
3359847.642  alya_3D_l+    505620K            nid[001000,001+ 
3359847.643  alya_3D_l+    500520K            nid[001253-001+ 
3359847.644  alya_3D_l+    500424K            nid[002657,002+ 
3359847.645  alya_3D_l+    500592K            nid[001030-001+ 
3359847.646  alya_3D_l+    500492K            nid[001000,001+ 
3359847.647  alya_3D_l+    500664K            nid[001122,001+ 
3359847.648  alya_3D_l+    500252K            nid[001420-001+ 
3359847.649  alya_3D_l+    516536K            nid[001253-001+ 
3359847.650  alya_3D_l+    500432K            nid[002657,002+ 
3359847.651  alya_3D_l+    499884K            nid[001000,001+ 
3359847.652  alya_3D_l+    499980K            nid[001149,001+ 
3359847.653  alya_3D_l+    500016K            nid[001122,001+ 
3359847.654  alya_3D_l+    502512K            nid[001420-001+ 
3359847.655  alya_3D_l+    500380K            nid[001000,001+ 
3359847.656  alya_3D_l+    500148K            nid[001000,001+ 
3359847.657  alya_3D_l+    500560K            nid[001253-001+ 
3359847.658  alya_3D_l+    500536K            nid[001122,001+ 
3359847.659  alya_3D_l+    500144K            nid[001149,001+ 
3359847.660  alya_3D_l+    517424K            nid[001122,001+ 
3359847.661  alya_3D_l+    500004K            nid[001921-001+ 
3359847.662  alya_3D_l+    499996K            nid[002657,002+ 
3359847.663  alya_3D_l+    500244K            nid[001420-001+ 
3359847.664  alya_3D_l+    515752K            nid[001000,001+ 
3359847.665  alya_3D_l+    500440K            nid[001149,001+ 
3359847.666  alya_3D_l+    500508K            nid[001122,001+ 
3359847.667  alya_3D_l+    500180K            nid[001420-001+ 
3359847.668  alya_3D_l+    500296K            nid[001420-001+ 
3359847.669  alya_3D_l+    505692K            nid[002657,002+ 
3359847.670  alya_3D_l+    500112K            nid[001000,001+ 
3359847.671  alya_3D_l+    500448K            nid[001000,001+ 
3359847.672  alya_3D_l+    515236K            nid[001122,001+ 
3359847.673  alya_3D_l+    500508K            nid[001420-001+ 
3359847.674  alya_3D_l+    516132K            nid[001420-001+ 
3359847.675  alya_3D_l+    515096K            nid[002657,002+ 
3359847.676  alya_3D_l+    515652K            nid[001000,001+ 
3359847.677  alya_3D_l+    500396K            nid[001000,001+ 
3359847.678  alya_3D_l+    500272K            nid[001122,001+ 
3359847.679  alya_3D_l+    500124K            nid[001431,001+ 
3359847.680  alya_3D_l+    500228K            nid[001420-001+ 
3359847.681  alya_3D_l+    500060K            nid[002657,002+ 
3359847.682  alya_3D_l+    500236K            nid[001253-001+ 
3359847.683  alya_3D_l+    516160K            nid[001000,001+ 
3359847.684  alya_3D_l+    500320K            nid[001122,001+ 
3359847.685  alya_3D_l+    500720K            nid[001921-001+ 
3359847.686  alya_3D_l+    500248K            nid[001253-001+ 
3359847.687  alya_3D_l+    500360K            nid[001271,001+ 
3359847.688  alya_3D_l+    500228K            nid[001253-001+ 
3359847.689  alya_3D_l+    500092K            nid[001000,001+ 
3359847.690  alya_3D_l+    500324K            nid[001122,001+ 
3359847.691  alya_3D_l+    500328K            nid[001000,001+ 
3359847.692  alya_3D_l+    500512K            nid[001030-001+ 
3359847.693  alya_3D_l+    518600K            nid[001000,001+ 
3359847.694  alya_3D_l+    499972K            nid[001271,001+ 
3359847.695  alya_3D_l+    500228K            nid[001253-001+ 
3359847.696  alya_3D_l+    500348K            nid[001122,001+ 
3359847.697  alya_3D_l+    500272K            nid[001420-001+ 
3359847.698  alya_3D_l+    500112K            nid[001000,001+ 
3359847.699  alya_3D_l+    515560K            nid[001030-001+ 
3359847.700  alya_3D_l+    499780K            nid[001064,001+ 
3359847.701  alya_3D_l+    500032K            nid[001000,001+ 
3359847.702  alya_3D_l+    516612K            nid[001420-001+ 
3359847.703  alya_3D_l+    500496K            nid[001122,001+ 
3359847.704  alya_3D_l+    501432K            nid[001000,001+ 
3359847.705  alya_3D_l+    500160K            nid[001000,001+ 
3359847.706  alya_3D_l+    500192K            nid[001253-001+ 
3359847.707  alya_3D_l+    500320K            nid[001253-001+ 
3359847.708  alya_3D_l+    500296K            nid[001000,001+ 
3359847.709  alya_3D_l+    499952K            nid[001122,001+ 
3359847.710  alya_3D_l+    504.50M            nid[001253-001+ 
3359847.711  alya_3D_l+    500548K            nid[001000,001+ 
3359847.712  alya_3D_l+    516336K            nid[001122,001+ 
3359847.713  alya_3D_l+    500076K            nid[001253-001+ 
